Article,Point,Content
Art. 84,4,"Jeżeli Prezydium Komisji Ustawodawczej uzna wnioski, o których mowa w ust. 2, za zasadne w całości lub w części, kieruje je na posiedzenie Komisji Ustawodawczej, która sporządza stanowisko zawierające odrębne wnioski o przyjęcie lub odrzucenie poprawek i wniosków zgłoszonych w drugim czytaniu. Jeżeli Prezydium Komisji Ustawodawczej nie uzna wniosków za zasadne, informuje o tym Marszałka Sejmu. Przepisy art. 82 ust. 3 stosuje się odpowiednio. Odrębne wnioski, o których mowa w zdaniu pierwszym, zamieszcza się w sprawozdaniu, o którym mowa w art. 47 ust. 2 pkt 1."
Art. 84,5,"W przypadku, o którym mowa w art. 47 ust. 3, do udziału Komisji Ustawodawczej w pracach komisji właściwych przepisy art. 82 i art. 83 stosuje się odpowiednio."
Art. 85,,"Wnioski, o których mowa w art. 83 ust. 2 i art. 84 ust. 4, przedstawia na posiedzeniu Sejmu poseł wskazany przez Prezydium Komisji Ustawodawczej spośród członków Komisji Ustawodawczej, który zabiera głos po sprawozdawcy."
Art. 86,,Do postępowania z uchwałą Senatu zawierającą poprawki do ustawy uchwalonej przez Sejm albo odrzucającą ustawę w całości przepisy art. 84 i art. 85 stosuje się odpowiednio.
Art. 86a,,"Do postępowania z projektami ustaw o zmianie Konstytucji stosuje się przepisy działu II rozdziału 1, 1a i 14, chyba że przepisy niniejszego rozdziału stanowią inaczej."
Art. 86b,1,Do rozpatrzenia projektu ustawy o zmianie Konstytucji Sejm może powołać Komisję Nadzwyczajną.
Art. 86b,2,Skład Komisji Nadzwyczajnej powinien odzwierciedlać reprezentację w Sejmie klubów i kół poselskich.
Art. 86c,,"Komisja, która rozpatruje projekt ustawy o zmianie Konstytucji, powołuje zespół stałych ekspertów, z których 1/3 wskazuje przedstawiciel wnioskodawcy projektu ustawy o zmianie Konstytucji."
Art. 86d,,"W posiedzeniach Komisji, która rozpatruje projekt ustawy o zmianie Konstytucji, mogą uczestniczyć przedstawiciele Prezydenta, Rady Ministrów oraz Trybunału Konstytucyjnego."
Art. 86e,,"Komisja, która rozpatruje projekt ustawy o zmianie Konstytucji, może wystąpić do Marszałka Sejmu z wnioskiem o debatę na temat wybranych zagadnień dotyczących projektu ustawy o zmianie Konstytucji. Sejm rozstrzyga o wprowadzeniu debaty jako punktu porządku dziennego obrad najbliższego, po złożeniu wniosku, posiedzenia Sejmu."
Art. 86f,1,"Poprawkę do projektu ustawy o zmianie Konstytucji może zgłosić w formie pisemnej, na posiedzeniu Komisji, która rozpatruje projekt ustawy o zmianie Konstytucji, grupa co najmniej 5 posłów."
Art. 86f,2,"Propozycje poprawek odrzucone przez Komisję, po ich zgłoszeniu w formie pisemnej, na żądanie co najmniej 5 wnioskodawców, zamieszcza się w sprawozdaniu jako wnioski mniejszości; wniosek mniejszości powinien zawierać wynikające z tego wniosku konsekwencje dla tekstu projektu ustawy; do wniosku mniejszości wnioskodawcy dołączają uzasadnienie, które powinno wskazywać potrzebę i cel zmiany oraz jej przewidywane skutki prawne i społeczne."
Art. 86g,,"Poselski projekt ustawy o zmianie Konstytucji uważa się za wycofany, jeżeli do czasu zakończenia drugiego czytania, na skutek cofnięcia poparcia, projekt popiera mniej niż 92 posłów spośród tych, którzy podpisali projekt przed jego wniesieniem."
Art. 86h,,"Przyjęcie sprawozdania przez Komisję, która rozpatruje projekt ustawy o zmianie Konstytucji, następuje większością 2/3 głosów w obecności co najmniej połowy członków Komisji."
Art. 86i,,"Drugie czytanie projektu ustawy o zmianie Konstytucji może odbyć się nie wcześniej niż czternastego dnia od dnia doręczenia posłom sprawozdania Komisji, która rozpatruje projekt ustawy o zmianie Konstytucji."
Art. 86j,,"W razie zgłoszenia w drugim czytaniu poprawki lub wniosku projekt ustawy o zmianie Konstytucji kieruje się ponownie do Komisji, która rozpatrywała projekt ustawy o zmianie Konstytucji."
Art. 86k,,Przyjęcie poprawki albo wniosku mniejszości do projektu ustawy o zmianie Konstytucji następuje większością co najmniej 2/3 głosów w obecności co najmniej połowy ustawowej liczby posłów.
Art. 87,1,"Do postępowania z projektami kodeksów, projektami zmian kodeksów oraz z projektami przepisów wprowadzających kodeksy i ich zmian stosuje się przepisy działu II rozdziału 1, 1a i 14, chyba że przepisy niniejszego rozdziału stanowią inaczej."
Art. 87,2,"Marszałek Sejmu, nadając bieg projektowi, rozstrzyga ostatecznie, czy jest on jednym z projektów ustaw, o których mowa w ust. 1."
Art. 88,,"Projekty, o których mowa w art. 87 ust. 1, wniesione łącznie i połączone tematycznie są rozpatrywane przez Sejm w tym samym postępowaniu legislacyjnym."
Art. 89,1,Pierwsze czytanie projektu kodeksu lub projektu przepisów wprowadzających kodeks może się odbyć nie wcześniej niż trzydziestego dnia od doręczenia posłom druku projektu.
Art. 89,2,Pierwsze czytanie projektu zmian kodeksu lub projektu zmian przepisów wprowadzających kodeks może się odbyć nie wcześniej niż czternastego dnia od doręczenia posłom druku projektu.
Art. 90,1,"Do rozpatrzenia projektów, o których mowa w art. 87 ust. 1, można powołać Komisję Nadzwyczajną."
Art. 90,2,"Komisja Nadzwyczajna może zostać powołana przed pierwszym czytaniem projektów, o których mowa w ust. 1."
Art. 90,3,Komisja Nadzwyczajna może w każdym czasie wystąpić do Sejmu z wnioskiem o debatę na temat wybranych zagadnień dotyczących projektu kodeksu.
Art. 91,1,"Komisja Nadzwyczajna może tworzyć podkomisje stałe do szczegółowego rozpatrzenia projektu oraz zespoły robocze, także w ramach podkomisji."
Art. 91,2,Członek Komisji Nadzwyczajnej może wchodzić w skład nie więcej niż dwóch jej podkomisji.
Art. 91,3,Podkomisje mogą odbywać posiedzenia wspólne.
Art. 92,1,"Komisja Nadzwyczajna powołuje zespół stałych ekspertów, z których 1/3 wskazuje wnioskodawca projektu kodeksu."
Art. 92,2,Podkomisja może powołać zespół stałych ekspertów podkomisji.
Art. 92,3,Przewodniczący Komisji Nadzwyczajnej może powołać doraźnie ekspertów do opracowania poszczególnych zagadnień.
Art. 93,1,Komisja Nadzwyczajna może przedstawić Sejmowi sprawozdanie w formie zestawienia przyjętych przez nią poprawek odnoszących się do projektu wniesionego przez wnioskodawców.
Art. 93,2,"Wnioski i propozycje poprawek odrzucone przez Komisję Nadzwyczajną mogą być zamieszczone w sprawozdaniu Komisji jako wnioski mniejszości, po ich zgłoszeniu w formie pisemnej, na żądanie co najmniej 5 posłów - członków Komisji Nadzwyczajnej."
Art. 93,3,"Do wniosku mniejszości wnioskodawcy dołączają uzasadnienie, które powinno wskazać różnice między sprawozdaniem Komisji a proponowaną zmianą, a także jej cel oraz przewidywane skutki prawne i finansowe."
Art. 93,4,"Komisja Nadzwyczajna poddaje analizie końcowej wnioski mniejszości pod względem ich wzajemnej zależności, wskazanych przez wnioskodawców skutków oraz konsekwencji dla tekstu projektu kodeksu, a także innych projektów oraz ustaw i kodeksów z nim związanych. Wniosku mniejszości niespełniającego wymogów zawartych w ust. 3 Komisja Nadzwyczajna może nie umieścić w sprawozdaniu."
Art. 95,1,"Drugie czytanie projektu, o którym mowa w art. 87 ust. 1, może odbyć się nie wcześniej niż czternastego dnia od dnia doręczenia posłom sprawozdania Komisji Nadzwyczajnej."
Art. 95,2,W przypadku zgłoszenia w drugim czytaniu poprawki albo wniosku projekt kieruje się ponownie do Komisji Nadzwyczajnej.
Art. 95,,(uchylony)
Art. 95a,1,"Do postępowania z projektami ustaw mających na celu wykonanie prawa Unii Europejskiej, zwanymi dalej ""projektami ustaw wykonujących prawo Unii Europejskiej"", stosuje się przepisy działu II rozdziału 1-3 i 14, chyba że przepisy niniejszego rozdziału stanowią inaczej."
Art. 95a,2,"Rada Ministrów, wnosząc projekt ustawy, deklaruje, czy jest to projekt ustawy wykonującej prawo Unii Europejskiej."
Art. 95a,3,"W przypadku innych projektów ustaw niż te, o których mowa w ust. 2, Marszałek Sejmu przed skierowaniem projektu do pierwszego czytania rozstrzyga, czy jest to projekt ustawy wykonującej prawo Unii Europejskiej."
Art. 95b,,"Marszałek Sejmu, nadając bieg projektowi ustawy wykonującej prawo Unii Europejskiej, ustala jednocześnie kalendarz prac w Sejmie nad projektem, biorąc pod uwagę terminy wykonania prawa Unii Europejskiej."
Art. 95c,1,"Przed przystąpieniem do szczegółowego rozpatrzenia projektu ustawy wykonującej prawo Unii Europejskiej właściwa komisja ustala harmonogram prac nad tym projektem zgodny z kalendarzem prac w Sejmie, o którym mowa w art. 95b."
Art. 95c,2,Komisja przesyła harmonogram do wiadomości Marszałkowi Sejmu.
Art. 95d,1,"Poprawkę do projektu ustawy wykonującej prawo Unii Europejskiej może, na posiedzeniu komisji, zgłosić grupa co najmniej 3 posłów w formie pisemnej."
Art. 95d,2,"Propozycje poprawek odrzucone przez komisję, po ich zgłoszeniu w formie pisemnej, na żądanie co najmniej 3 wnioskodawców, zamieszcza się w sprawozdaniu jako wnioski mniejszości; wniosek mniejszości dotyczący konkretnego przepisu lub jego części powinien zawierać wynikające z tego wniosku konsekwencje dla tekstu projektu ustawy wykonującej prawo Unii Europejskiej."
Art. 95d,3,Do zgłoszenia wniosku o odrzucenie projektu ustawy wykonującej prawo Unii Europejskiej stosuje się odpowiednio ust. 1 i 2; przyjęcie wniosku przez komisję następuje bezwzględną większością głosów.
Art. 95e,,"Drugie czytanie projektu ustawy wykonującej prawo Unii Europejskiej odbywa się na posiedzeniu Sejmu najbliższym po doręczeniu posłom sprawozdania komisji, chyba że Marszałek Sejmu, po zasięgnięciu opinii prezydium komisji, ustali późniejszy termin drugiego czytania."
Art. 95f,,Rozpatrzenie poprawek Senatu następuje na posiedzeniu Sejmu najbliższym po doręczeniu sprawozdania komisji.
Art. 105,,Sejm rozpatruje wniesione do Sejmu:
Art. 105,1,"projekty ustawy budżetowej oraz inne plany finansowe Państwa - w trybie przewidzianym w rozdziale 1 i 1a,"
Art. 105,2,sprawozdania z wykonania ustawy budżetowej i innych planów finansowych Państwa - w trybie przewidzianym w rozdziale 1
Art. 105,,- z uwzględnieniem zmian wynikających z niniejszego rozdziału.
Art. 106,1,"Projekty i plany, o których mowa w art. 105 pkt 1, Sejm kieruje do rozpatrzenia do Komisji Finansów Publicznych."
Art. 106,1," Sprawozdania, o których mowa w art. 105 pkt 2, Marszałek Sejmu kieruje do rozpatrzenia do Komisji Finansów Publicznych."
Art. 106,2,"Poszczególne części projektów i sprawozdań, o których mowa w art. 105, rozpatrują także właściwe komisje sejmowe, które przekazują Komisji Finansów Publicznych stanowiska zawierające wnioski, opinie lub propozycje poprawek - wraz z uzasadnieniem."
Art. 106,3,"Wnioski, opinie lub propozycje poprawek, odrzucone przez komisje, na żądanie wnioskodawców dołącza się do stanowiska komisji jako zdania odrębne."
Art. 106,4,Przedłożone przez Najwyższą Izbę Kontroli uwagi do sprawozdań z wykonania ustawy budżetowej i innych planów finansowych państwa Marszałek Sejmu kieruje odpowiednio do właściwych komisji sejmowych rozpatrujących poszczególne części sprawozdań.
Art. 106,5,"Prezydium Sejmu, na wniosek Komisji Finansów Publicznych, określa tryb prac w komisjach sejmowych w sprawach projektów i sprawozdań, o których mowa w art. 105."
Art. 106,6,"W posiedzeniach właściwych komisji sejmowych, na których rozpatrywane są poszczególne części projektów i sprawozdań, o których mowa w art. 105, uczestniczą przedstawiciele Komisji Finansów Publicznych."
Art. 106,7,"Komisja Finansów Publicznych oraz komisje rozpatrujące części budżetowe mogą występować do właściwych komisji sejmowych o dodatkowe opinie, a także zwracać się do nich z pytaniami w celu uzyskania informacji w sprawie poszczególnych części projektów lub sprawozdań, o których mowa w art. 105."
Art. 107,1,"Na posiedzeniu Komisji Finansów Publicznych przedłożone stanowiska właściwych komisji sejmowych do poszczególnych części projektów i sprawozdań, o których mowa w art. 105, przedstawiają przedstawiciele tych komisji. Nie mogą oni przedstawiać niezawartych w stanowiskach właściwych komisji wniosków, opinii i propozycji poprawek. Przedstawiciele Komisji Finansów Publicznych, którzy uczestniczyli w pracach właściwych komisji sejmowych, przedstawiają na piśmie opinie w sprawie przedłożonych przez te komisje stanowisk."
Art. 107,2,"Poprawki do projektu ustawy budżetowej, zgłaszane na posiedzeniu Komisji Finansów Publicznych, wymagają formy pisemnej."
Art. 108,1,"Komisja Finansów Publicznych, po rozpatrzeniu przy udziale przedstawicieli poszczególnych komisji sejmowych projektów oraz sprawozdań, o których mowa w art. 105, a także stanowisk przekazanych przez komisje, przedstawia na posiedzeniu Sejmu sprawozdanie wraz z wnioskami:"
Art. 108,1,"w odniesieniu do projektów ustawy budżetowej i innych planów finansowych państwa - w sprawie ich przyjęcia bez poprawek lub przyjęcia z poprawkami,"
Art. 108,2,w odniesieniu do sprawozdań z wykonania ustawy budżetowej i innych planów finansowych państwa - w sprawie ich przyjęcia lub odrzucenia oraz w przedmiocie absolutorium.
Art. 108,2,Komisja Finansów Publicznych przedkłada równocześnie Sejmowi informacje o nieuwzględnionych wnioskach poszczególnych komisji sejmowych.
Art. 109,,"W razie zaistnienia konieczności przedstawienia dodatkowego sprawozdania do projektu ustawy budżetowej, Sejm rozpatruje je na najbliższym posiedzeniu po zakończeniu prac Komisji Finansów Publicznych."
Art. 110,,"Zgłoszone Sejmowi przez Senat propozycje określonych zmian w ustawie budżetowej Marszałek Sejmu przekazuje do Komisji Finansów Publicznych, która przedstawia Sejmowi swoje sprawozdanie."
Art. 111,,Uchwałę w przedmiocie absolutorium Sejm podejmuje po wysłuchaniu opinii Najwyższej Izby Kontroli przedstawionej przez jej Prezesa.
Art. 112,1,"W debacie nad programem działania i wnioskiem o udzielenie wotum zaufania Radzie Ministrów powołanej przez Prezydenta w trybie art. 154 ust. 1 Konstytucji, przedstawionymi przez Prezesa Rady Ministrów, Marszałek Sejmu, poza kolejnością mówców zapisanych do głosu, udziela głosu wyłącznie Prezesowi Rady Ministrów; po wyczerpaniu listy mówców i zadaniu pytań głos może zabrać wyłącznie Prezes Rady Ministrów."
Art. 112,2,Marszałek Sejmu poddaje pod głosowanie wniosek Prezesa Rady Ministrów. Inne wnioski w tej sprawie są niedopuszczalne.
Art. 112,3,Wotum zaufania Sejm uchwala bezwzględną większością głosów w obecności co najmniej połowy ustawowej liczby posłów.
Art. 113,1,"W razie niepowołania Rady Ministrów przez Prezydenta w trybie art. 154 ust. 1 Konstytucji albo nieudzielenia przez Sejm powołanej Radzie Ministrów wotum zaufania w trybie art. 154 ust. 2 Konstytucji, kandydata na Prezesa Rady Ministrów może zgłosić co najmniej 46 posłów."
Art. 113,2,"Termin zgłaszania kandydatur na Prezesa Rady Ministrów wyznacza Marszałek Sejmu, po zasięgnięciu opinii Konwentu Seniorów."
Art. 113,3,Sejm wybiera Prezesa Rady Ministrów w głosowaniu imiennym.
Art. 113,4,Prezes Rady Ministrów przedstawia Sejmowi na posiedzeniu program działania Rządu oraz proponowany przez niego skład Rady Ministrów.
Art. 113,5,Wniosek Prezesa Rady Ministrów w sprawie wyboru Rady Ministrów jest głosowany łącznie. Art. 112 ust. 2 stosuje się odpowiednio.
Art. 113,6,Sejm wybiera Prezesa Rady Ministrów oraz proponowanych przez niego członków Rady Ministrów bezwzględną większością głosów w obecności co najmniej połowy ustawowej liczby posłów.
Art. 113,7,Uchwałę o wyborze Rady Ministrów Marszałek Sejmu przekazuje niezwłocznie Prezydentowi.
Art. 114,,W wypadku powołania Rady Ministrów przez Prezydenta w trybie art. 155 Konstytucji Sejm udziela wotum zaufania tak powołanej Radzie Ministrów większością głosów w obecności co najmniej połowy ustawowej liczby posłów. Przepisy art. 112 ust. 1 i 2 stosuje się odpowiednio.
Art. 115,1,Wniosek o wyrażenie wotum nieufności Radzie Ministrów składa się w formie pisemnej na ręce Marszałka Sejmu.
Art. 115,2,"Po złożeniu wniosku podpisy posłów popierających wniosek nie mogą być wycofane, a także nie mogą być pod nim składane dalsze podpisy."
